BHK,Rent,Size,City,Furnishing Status,Tenant Preferred,Bathroom,Floor Group
2,16000,700,Delhi,Unfurnished,Bachelors,1,Upper Floor
2,20000,1000,Delhi,Semi-Furnished,Bachelors/Family,2,Upper Floor
1,7000,0,Delhi,Semi-Furnished,Bachelors/Family,1,Upper Floor
3,85000,200,Delhi,Unfurnished,Bachelors,3,Upper Floor
1,15000,0,Delhi,Furnished,Bachelors/Family,1,Upper Floor
2,22000,0,Delhi,Furnished,Bachelors/Family,2,Upper Floor
2,32000,0,Delhi,Unfurnished,Bachelors/Family,2,Lower Floor
2,20000,500,Delhi,Semi-Furnished,Bachelors,2,Upper Floor
1,35000,0,Delhi,Semi-Furnished,Bachelors/Family,1,Upper Floor
2,35000,900,Delhi,Unfurnished,Bachelors/Family,2,Ground Floor/Basement
3,65000,240,Delhi,Unfurnished,Bachelors/Family,3,Lower Floor
2,15000,650,Delhi,Semi-Furnished,Bachelors/Family,2,Ground Floor/Basement
3,12000,950,Delhi,Semi-Furnished,Bachelors,2,Upper Floor
1,8000,0,Delhi,Semi-Furnished,Bachelors/Family,1,Ground Floor/Basement
1,11000,0,Delhi,Semi-Furnished,Bachelors/Family,1,Lower Floor
2,12000,0,Delhi,Semi-Furnished,Bachelors/Family,2,Upper Floor
4,140000,2800,Delhi,Semi-Furnished,Bachelors/Family,4,Ground Floor/Basement
2,24000,0,Delhi,Semi-Furnished,Bachelors/Family,1,Lower Floor
1,20000,400,Delhi,Furnished,Bachelors/Family,1,Upper Floor
3,16000,0,Delhi,Furnished,Bachelors/Family,2,Upper Floor
1,15000,400,Delhi,Semi-Furnished,Bachelors/Family,1,Upper Floor
2,28500,900,Delhi,Semi-Furnished,Bachelors/Family,2,Ground Floor/Basement
3,30000,0,Delhi,Semi-Furnished,Family,3,Lower Floor
1,16000,0,Delhi,Semi-Furnished,Bachelors/Family,1,Lower Floor
3,80000,1700,Delhi,Furnished,Bachelors,3,Lower Floor
1,11000,400,Delhi,Unfurnished,Bachelors/Family,1,Lower Floor
2,21000,0,Delhi,Semi-Furnished,Bachelors/Family,1,Upper Floor
3,10500,0,Delhi,Semi-Furnished,Bachelors/Family,2,Lower Floor
2,15000,50,Delhi,Semi-Furnished,Bachelors/Family,2,Lower Floor
3,16000,0,Delhi,Semi-Furnished,Bachelors/Family,2,Upper Floor
2,45000,0,Delhi,Furnished,Bachelors/Family,2,Upper Floor
1,6000,0,Delhi,Furnished,Bachelors/Family,1,Upper Floor
3,40000,0,Delhi,Semi-Furnished,Bachelors/Family,2,Ground Floor/Basement
2,36000,1440,Delhi,Semi-Furnished,Bachelors,2,Upper Floor
2,12000,0,Delhi,Unfurnished,Bachelors/Family,2,Ground Floor/Basement
3,45000,1500,Delhi,Unfurnished,Bachelors,3,Lower Floor
2,20000,0,Delhi,Unfurnished,Bachelors/Family,1,Lower Floor
3,10000,100,Delhi,Furnished,Bachelors/Family,2,Lower Floor
2,5000,0,Delhi,Unfurnished,Bachelors/Family,1,Lower Floor
2,8000,0,Delhi,Unfurnished,Bachelors/Family,2,Ground Floor/Basement
2,13000,0,Delhi,Unfurnished,Bachelors/Family,1,Lower Floor
2,15000,80,Delhi,Semi-Furnished,Bachelors/Family,1,Upper Floor
2,7500,0,Delhi,Unfurnished,Bachelors/Family,1,Ground Floor/Basement
1,6000,0,Delhi,Unfurnished,Bachelors/Family,1,Ground Floor/Basement
4,100000,0,Delhi,Unfurnished,Bachelors/Family,4,Lower Floor
2,12000,0,Delhi,Semi-Furnished,Bachelors/Family,2,Upper Floor
2,10000,0,Delhi,Semi-Furnished,Bachelors/Family,2,Upper Floor
2,10000,0,Delhi,Semi-Furnished,Bachelors/Family,2,Upper Floor
2,12000,0,Delhi,Unfurnished,Bachelors/Family,2,Upper Floor
2,15000,0,Delhi,Semi-Furnished,Bachelors/Family,1,Upper Floor
1,10000,450,Delhi,Unfurnished,Bachelors/Family,1,Lower Floor
2,12000,0,Delhi,Unfurnished,Bachelors/Family,1,Upper Floor
2,14500,850,Delhi,Unfurnished,Bachelors/Family,2,Lower Floor
2,18500,0,Delhi,Semi-Furnished,Bachelors/Family,2,Upper Floor
1,24000,600,Delhi,Furnished,Bachelors,1,Upper Floor
2,11000,0,Delhi,Unfurnished,Bachelors/Family,1,Ground Floor/Basement
3,52000,1700,Delhi,Semi-Furnished,Bachelors,3,Upper Floor
3,70000,1800,Delhi,Semi-Furnished,Bachelors/Family,3,Ground Floor/Basement
2,12000,0,Delhi,Semi-Furnished,Bachelors/Family,1,Upper Floor
2,22000,900,Delhi,Semi-Furnished,Bachelors,2,Lower Floor
2,20000,0,Delhi,Unfurnished,Bachelors/Family,2,Lower Floor
3,45000,200,Delhi,Semi-Furnished,Bachelors,3,Lower Floor
1,8000,200,Delhi,Unfurnished,Bachelors,1,Lower Floor
1,8000,200,Delhi,Unfurnished,Bachelors,1,Lower Floor
2,9500,450,Delhi,Semi-Furnished,Bachelors/Family,1,Upper Floor
2,25000,750,Delhi,Furnished,Bachelors,2,Lower Floor
2,12000,400,Delhi,Unfurnished,Bachelors,1,Lower Floor
2,24000,84,Delhi,Semi-Furnished,Bachelors,2,Lower Floor
2,27000,0,Delhi,Unfurnished,Bachelors/Family,2,Upper Floor
2,18000,0,Delhi,Semi-Furnished,Bachelors/Family,2,Lower Floor
2,17000,0,Delhi,Semi-Furnished,Bachelors/Family,2,Lower Floor
2,15000,0,Delhi,Unfurnished,Bachelors/Family,2,Upper Floor
1,13000,512,Delhi,Furnished,Bachelors/Family,1,Lower Floor
3,70000,1500,Delhi,Semi-Furnished,Bachelors,3,Lower Floor
1,14000,0,Delhi,Unfurnished,Bachelors/Family,1,Lower Floor
3,32000,0,Delhi,Semi-Furnished,Bachelors/Family,2,Upper Floor
1,4000,0,Delhi,Unfurnished,Bachelors/Family,1,Lower Floor
3,100000,0,Delhi,Furnished,Bachelors/Family,3,Upper Floor
3,20000,0,Delhi,Unfurnished,Bachelors/Family,2,Lower Floor
3,30000,0,Delhi,Semi-Furnished,Family,2,Upper Floor
2,150000,1200,Delhi,Furnished,Bachelors,2,Upper Floor
3,19500,0,Delhi,Unfurnished,Bachelors,2,Lower Floor
2,18000,730,Delhi,Unfurnished,Bachelors/Family,2,Upper Floor
2,25000,160,Delhi,Semi-Furnished,Bachelors/Family,2,Upper Floor
2,18000,0,Delhi,Unfurnished,Bachelors/Family,2,Ground Floor/Basement
1,10000,0,Delhi,Furnished,Bachelors/Family,1,Lower Floor
2,12000,0,Delhi,Furnished,Bachelors/Family,2,Lower Floor
3,25000,0,Delhi,Semi-Furnished,Bachelors,3,Lower Floor
4,40000,0,Delhi,Unfurnished,Bachelors,3,Upper Floor
2,30000,0,Delhi,Semi-Furnished,Bachelors,2,Ground Floor/Basement
3,29000,0,Delhi,Unfurnished,Family,3,Ground Floor/Basement
3,35000,0,Delhi,Unfurnished,Bachelors/Family,3,Lower Floor
3,21000,2200,Delhi,Semi-Furnished,Bachelors/Family,2,Ground Floor/Basement
3,31000,900,Delhi,Semi-Furnished,Bachelors/Family,2,Upper Floor
2,8000,0,Delhi,Unfurnished,Bachelors/Family,1,Lower Floor
2,15500,0,Delhi,Semi-Furnished,Bachelors/Family,2,Lower Floor
3,32000,1800,Delhi,Semi-Furnished,Bachelors/Family,3,Upper Floor
3,30000,160,Delhi,Semi-Furnished,Bachelors/Family,3,Lower Floor
4,42000,2700,Delhi,Semi-Furnished,Bachelors,4,Lower Floor
3,20500,1050,Delhi,Furnished,Bachelors/Family,2,Upper Floor
3,60000,0,Delhi,Furnished,Bachelors/Family,3,Upper Floor
2,95000,0,Delhi,Furnished,Bachelors/Family,2,Lower Floor
1,16000,499,Delhi,Semi-Furnished,Family,1,Upper Floor
1,8500,450,Delhi,Unfurnished,Bachelors,1,Upper Floor
1,14000,0,Delhi,Unfurnished,Bachelors/Family,1,Upper Floor
3,140000,0,Delhi,Unfurnished,Bachelors/Family,3,Ground Floor/Basement
2,8000,0,Delhi,Unfurnished,Bachelors/Family,1,Ground Floor/Basement
3,12500,0,Delhi,Semi-Furnished,Bachelors/Family,1,Upper Floor
2,14000,0,Delhi,Unfurnished,Bachelors/Family,1,Upper Floor
2,6000,0,Delhi,Unfurnished,Bachelors/Family,1,Upper Floor
2,10000,0,Delhi,Unfurnished,Bachelors/Family,2,Upper Floor
3,15000,0,Delhi,Unfurnished,Bachelors/Family,1,Ground Floor/Basement
3,8000,1500,Delhi,Unfurnished,Bachelors/Family,3,Upper Floor
1,10000,0,Delhi,Furnished,Bachelors/Family,1,Lower Floor
1,8500,0,Delhi,Unfurnished,Bachelors/Family,1,Ground Floor/Basement
2,25000,900,Delhi,Semi-Furnished,Bachelors/Family,2,Ground Floor/Basement
2,13000,1000,Delhi,Unfurnished,Bachelors/Family,1,Lower Floor
1,6000,0,Delhi,Semi-Furnished,Bachelors/Family,1,Lower Floor
1,7000,0,Delhi,Furnished,Bachelors/Family,1,Lower Floor
2,22000,0,Delhi,Semi-Furnished,Bachelors/Family,2,Upper Floor
2,40000,0,Delhi,Furnished,Bachelors/Family,2,Lower Floor
2,22000,0,Delhi,Furnished,Bachelors/Family,2,Ground Floor/Basement
1,4500,0,Delhi,Unfurnished,Bachelors/Family,1,Lower Floor
3,15000,0,Delhi,Unfurnished,Bachelors/Family,2,Ground Floor/Basement
3,130000,0,Delhi,Semi-Furnished,Bachelors/Family,4,Lower Floor
2,23000,950,Delhi,Unfurnished,Bachelors/Family,2,Upper Floor
3,45000,0,Delhi,Semi-Furnished,Bachelors/Family,3,Lower Floor
1,15000,497,Delhi,Unfurnished,Bachelors/Family,1,Upper Floor
3,13000,0,Delhi,Semi-Furnished,Bachelors/Family,2,Upper Floor
2,10000,0,Delhi,Semi-Furnished,Bachelors/Family,2,Lower Floor
2,10000,0,Delhi,Unfurnished,Bachelors/Family,2,Lower Floor
1,6500,0,Delhi,Unfurnished,Bachelors/Family,1,Upper Floor
1,7000,400,Delhi,Unfurnished,Bachelors,1,Lower Floor
2,7000,0,Delhi,Semi-Furnished,Bachelors/Family,2,Lower Floor
4,17401,0,Delhi,Furnished,Bachelors/Family,2,Upper Floor
1,5500,0,Delhi,Furnished,Bachelors/Family,1,Ground Floor/Basement
1,20000,0,Delhi,Unfurnished,Family,1,Lower Floor
2,7000,0,Delhi,Semi-Furnished,Bachelors/Family,1,Lower Floor
2,13000,0,Delhi,Semi-Furnished,Bachelors/Family,1,Lower Floor
4,60000,272,Delhi,Furnished,Bachelors,3,Ground Floor/Basement
2,17000,800,Delhi,Unfurnished,Bachelors/Family,2,Lower Floor
2,16000,0,Delhi,Unfurnished,Bachelors/Family,2,Lower Floor
1,9500,0,Delhi,Furnished,Bachelors/Family,1,Lower Floor
1,5000,0,Delhi,Unfurnished,Bachelors/Family,1,Ground Floor/Basement
3,27000,1800,Delhi,Semi-Furnished,Bachelors/Family,3,Lower Floor
3,29000,1800,Delhi,Semi-Furnished,Bachelors/Family,3,Lower Floor
3,29000,2000,Delhi,Semi-Furnished,Bachelors/Family,3,Lower Floor
4,37000,2700,Delhi,Semi-Furnished,Bachelors/Family,4,Upper Floor
4,36000,2700,Delhi,Semi-Furnished,Bachelors/Family,3,Upper Floor
3,35000,1800,Delhi,Semi-Furnished,Bachelors,3,Upper Floor
4,42000,2700,Delhi,Semi-Furnished,Bachelors,4,Lower Floor
3,37000,1800,Delhi,Semi-Furnished,Bachelors/Family,3,Lower Floor
3,30000,1800,Delhi,Semi-Furnished,Bachelors/Family,3,Upper Floor
3,20000,0,Delhi,Semi-Furnished,Bachelors/Family,2,Upper Floor
1,8500,600,Delhi,Semi-Furnished,Bachelors,1,Lower Floor
1,11000,0,Delhi,Furnished,Bachelors/Family,1,Lower Floor
2,14000,0,Delhi,Semi-Furnished,Bachelors/Family,2,Lower Floor
3,55000,1800,Delhi,Unfurnished,Bachelors/Family,3,Lower Floor
2,25000,900,Delhi,Semi-Furnished,Bachelors,2,Upper Floor
3,20500,1150,Delhi,Unfurnished,Bachelors/Family,2,Upper Floor
4,28000,1400,Delhi,Semi-Furnished,Bachelors/Family,2,Lower Floor
1,5000,0,Delhi,Semi-Furnished,Bachelors/Family,1,Ground Floor/Basement
4,35000,300,Delhi,Semi-Furnished,Bachelors/Family,3,Lower Floor
3,30000,1800,Delhi,Semi-Furnished,Bachelors/Family,3,Lower Floor
1,10000,500,Delhi,Unfurnished,Bachelors/Family,1,Upper Floor
1,11000,0,Delhi,Unfurnished,Bachelors/Family,1,Ground Floor/Basement
2,17000,0,Delhi,Semi-Furnished,Bachelors/Family,2,Lower Floor
2,35000,0,Delhi,Semi-Furnished,Bachelors,2,Lower Floor
3,30000,0,Delhi,Unfurnished,Bachelors/Family,2,Upper Floor
4,30000,0,Delhi,Semi-Furnished,Bachelors/Family,4,Upper Floor
2,13000,400,Delhi,Semi-Furnished,Bachelors/Family,2,Ground Floor/Basement
2,13000,0,Delhi,Semi-Furnished,Bachelors/Family,2,Ground Floor/Basement
1,11000,480,Delhi,Unfurnished,Bachelors/Family,1,Upper Floor
1,13000,180,Delhi,Unfurnished,Bachelors,1,Upper Floor
2,33000,1000,Delhi,Unfurnished,Bachelors,2,Lower Floor
3,25000,0,Delhi,Unfurnished,Bachelors/Family,2,Upper Floor
3,70000,1800,Delhi,Semi-Furnished,Bachelors,3,Lower Floor
3,30000,1200,Delhi,Semi-Furnished,Bachelors/Family,2,Lower Floor
1,9000,0,Delhi,Semi-Furnished,Bachelors/Family,1,Lower Floor
2,14500,0,Delhi,Unfurnished,Bachelors,1,Upper Floor
3,50000,1600,Delhi,Semi-Furnished,Bachelors,2,Lower Floor
1,20000,650,Delhi,Semi-Furnished,Bachelors/Family,1,Lower Floor
4,15000,0,Delhi,Furnished,Bachelors/Family,4,Ground Floor/Basement
2,7500,450,Delhi,Unfurnished,Bachelors/Family,1,Lower Floor
1,13500,0,Delhi,Furnished,Bachelors/Family,1,Ground Floor/Basement
1,14000,0,Delhi,Semi-Furnished,Bachelors,1,Lower Floor
2,18000,850,Delhi,Semi-Furnished,Bachelors,2,Lower Floor
2,14000,585,Delhi,Semi-Furnished,Bachelors/Family,1,Lower Floor
3,65000,1600,Delhi,Furnished,Bachelors/Family,2,Ground Floor/Basement
2,22000,0,Delhi,Unfurnished,Bachelors/Family,2,Lower Floor
1,4000,0,Delhi,Unfurnished,Bachelors/Family,1,Lower Floor
2,10000,0,Delhi,Semi-Furnished,Bachelors/Family,1,Upper Floor
1,7500,200,Delhi,Unfurnished,Bachelors,1,Lower Floor
1,17000,0,Delhi,Semi-Furnished,Bachelors/Family,1,Lower Floor
1,18000,650,Delhi,Semi-Furnished,Bachelors/Family,1,Lower Floor
4,70000,2800,Delhi,Unfurnished,Bachelors,4,Upper Floor
1,10000,0,Delhi,Furnished,Bachelors/Family,1,Upper Floor
2,15000,550,Delhi,Unfurnished,Bachelors/Family,1,Upper Floor
2,16500,0,Delhi,Semi-Furnished,Bachelors/Family,2,Upper Floor
3,100000,0,Delhi,Semi-Furnished,Bachelors/Family,3,Lower Floor
1,7500,150,Delhi,Furnished,Bachelors/Family,1,Upper Floor
2,6000,0,Delhi,Unfurnished,Bachelors/Family,1,Lower Floor
2,18000,750,Delhi,Unfurnished,Bachelors,2,Upper Floor
2,18000,0,Delhi,Semi-Furnished,Bachelors/Family,1,Ground Floor/Basement
3,8000,0,Delhi,Semi-Furnished,Bachelors/Family,1,Ground Floor/Basement
2,14000,0,Delhi,Furnished,Bachelors/Family,2,Upper Floor
2,11000,0,Delhi,Semi-Furnished,Bachelors/Family,2,Lower Floor
3,25000,0,Delhi,Unfurnished,Bachelors/Family,2,Lower Floor
1,9000,0,Delhi,Unfurnished,Bachelors/Family,1,Lower Floor
3,47000,1550,Delhi,Semi-Furnished,Bachelors/Family,2,Ground Floor/Basement
2,20000,0,Delhi,Semi-Furnished,Bachelors/Family,2,Upper Floor
1,6000,0,Delhi,Unfurnished,Bachelors/Family,1,Lower Floor
1,5000,0,Delhi,Unfurnished,Bachelors/Family,1,Lower Floor
2,20000,0,Delhi,Semi-Furnished,Family,1,Upper Floor
1,10000,0,Delhi,Unfurnished,Bachelors/Family,1,Lower Floor
3,15000,0,Delhi,Semi-Furnished,Bachelors/Family,2,Upper Floor
2,13500,550,Delhi,Semi-Furnished,Bachelors/Family,2,Lower Floor
1,5500,0,Delhi,Semi-Furnished,Bachelors/Family,1,Upper Floor
1,14000,0,Delhi,Furnished,Bachelors/Family,1,Lower Floor
4,18000,0,Delhi,Unfurnished,Bachelors/Family,2,Upper Floor
1,20000,0,Delhi,Semi-Furnished,Bachelors/Family,1,Lower Floor
2,9300,0,Delhi,Unfurnished,Bachelors/Family,1,Lower Floor
3,80000,2000,Delhi,Furnished,Bachelors,3,Lower Floor
2,7500,400,Delhi,Semi-Furnished,Bachelors,1,Upper Floor
3,30000,1500,Delhi,Unfurnished,Bachelors,2,Lower Floor
2,13000,0,Delhi,Unfurnished,Bachelors/Family,1,Lower Floor
2,8500,0,Delhi,Unfurnished,Bachelors/Family,2,Lower Floor
3,44300,200,Delhi,Semi-Furnished,Bachelors,3,Lower Floor
2,45000,1650,Delhi,Furnished,Bachelors,2,Lower Floor
2,30000,1150,Delhi,Unfurnished,Bachelors,2,Upper Floor
2,40000,1800,Delhi,Furnished,Bachelors,2,Ground Floor/Basement
2,12000,0,Delhi,Unfurnished,Bachelors/Family,1,Lower Floor
2,13500,0,Delhi,Unfurnished,Bachelors/Family,1,Lower Floor
2,30000,0,Delhi,Unfurnished,Bachelors/Family,2,Lower Floor
1,9500,0,Delhi,Semi-Furnished,Bachelors/Family,1,Upper Floor
3,30000,0,Delhi,Unfurnished,Bachelors/Family,3,Ground Floor/Basement
2,9000,0,Delhi,Unfurnished,Bachelors/Family,1,Lower Floor
2,13000,400,Delhi,Unfurnished,Bachelors,1,Lower Floor
2,7000,0,Delhi,Semi-Furnished,Bachelors/Family,1,Lower Floor
1,18000,450,Delhi,Furnished,Bachelors/Family,1,Lower Floor
1,3500,0,Delhi,Unfurnished,Bachelors/Family,1,Lower Floor
4,65000,272,Delhi,Unfurnished,Bachelors/Family,4,Lower Floor
1,19000,0,Delhi,Furnished,Bachelors/Family,1,Upper Floor
2,23000,0,Delhi,Semi-Furnished,Bachelors/Family,2,Ground Floor/Basement
1,12000,0,Delhi,Furnished,Bachelors/Family,1,Lower Floor
2,15000,0,Delhi,Unfurnished,Bachelors/Family,2,Upper Floor
3,38000,165,Delhi,Semi-Furnished,Bachelors,2,Lower Floor
3,50000,1100,Delhi,Unfurnished,Bachelors,3,Lower Floor
1,6500,0,Delhi,Unfurnished,Bachelors/Family,1,Upper Floor
3,35000,150,Delhi,Semi-Furnished,Bachelors,3,Lower Floor
2,15000,0,Delhi,Semi-Furnished,Bachelors/Family,2,Lower Floor
3,30000,0,Delhi,Semi-Furnished,Bachelors/Family,2,Lower Floor
2,10000,0,Delhi,Unfurnished,Bachelors/Family,2,Lower Floor
1,18000,300,Delhi,Semi-Furnished,Bachelors,1,Upper Floor
3,30000,1800,Delhi,Semi-Furnished,Bachelors,3,Lower Floor
1,16000,400,Delhi,Semi-Furnished,Bachelors/Family,1,Upper Floor
3,22000,0,Delhi,Semi-Furnished,Bachelors/Family,2,Upper Floor
2,9000,0,Delhi,Semi-Furnished,Bachelors/Family,1,Lower Floor
2,20200,84,Delhi,Semi-Furnished,Bachelors,2,Lower Floor
2,19500,84,Delhi,Semi-Furnished,Bachelors,2,Lower Floor
2,21000,600,Delhi,Semi-Furnished,Bachelors,2,Upper Floor
2,20000,600,Delhi,Semi-Furnished,Bachelors,2,Ground Floor/Basement
2,13000,0,Delhi,Semi-Furnished,Bachelors/Family,2,Lower Floor
2,6500,75,Delhi,Unfurnished,Bachelors/Family,1,Upper Floor
3,25000,0,Delhi,Unfurnished,Bachelors/Family,2,Lower Floor
2,20000,900,Delhi,Semi-Furnished,Bachelors,2,Lower Floor
2,33000,2200,Delhi,Semi-Furnished,Family,2,Upper Floor
3,18000,900,Delhi,Semi-Furnished,Bachelors/Family,1,Ground Floor/Basement
1,13000,550,Delhi,Semi-Furnished,Bachelors/Family,1,Upper Floor
2,10000,0,Delhi,Furnished,Bachelors/Family,1,Upper Floor
2,10000,0,Delhi,Furnished,Bachelors/Family,2,Lower Floor
3,23000,0,Delhi,Semi-Furnished,Bachelors/Family,2,Upper Floor
1,20000,400,Delhi,Furnished,Bachelors/Family,1,Upper Floor
4,150000,2600,Delhi,Semi-Furnished,Bachelors/Family,4,Upper Floor
3,25000,1500,Delhi,Semi-Furnished,Bachelors/Family,3,Lower Floor
2,21000,0,Delhi,Semi-Furnished,Bachelors/Family,1,Upper Floor
3,30000,1100,Delhi,Semi-Furnished,Bachelors/Family,2,Upper Floor
2,22000,0,Delhi,Semi-Furnished,Bachelors/Family,2,Upper Floor
2,14000,0,Delhi,Unfurnished,Bachelors/Family,2,Upper Floor
2,7000,0,Delhi,Furnished,Bachelors/Family,1,Lower Floor
2,18500,0,Delhi,Semi-Furnished,Bachelors/Family,2,Lower Floor
1,8500,550,Delhi,Unfurnished,Bachelors,1,Upper Floor
1,8000,450,Delhi,Unfurnished,Bachelors,1,Ground Floor/Basement
2,10000,0,Delhi,Furnished,Bachelors/Family,2,Lower Floor
2,15000,0,Delhi,Semi-Furnished,Bachelors/Family,1,Lower Floor
3,37000,0,Delhi,Semi-Furnished,Bachelors,2,Upper Floor
3,90000,0,Delhi,Semi-Furnished,Bachelors/Family,3,Lower Floor
2,12000,650,Delhi,Unfurnished,Bachelors/Family,1,Lower Floor
2,13000,550,Delhi,Unfurnished,Bachelors,2,Lower Floor
2,22000,84,Delhi,Semi-Furnished,Bachelors,2,Ground Floor/Basement
1,4000,0,Delhi,Unfurnished,Bachelors/Family,2,Ground Floor/Basement
2,12000,0,Delhi,Unfurnished,Bachelors/Family,2,Lower Floor
1,9000,0,Delhi,Unfurnished,Bachelors/Family,1,Upper Floor
2,14000,0,Delhi,Unfurnished,Bachelors/Family,1,Lower Floor
1,15000,250,Delhi,Furnished,Bachelors,1,Ground Floor/Basement
2,12500,0,Delhi,Unfurnished,Bachelors,2,Upper Floor
3,30000,900,Delhi,Semi-Furnished,Bachelors,3,Upper Floor
2,9500,0,Delhi,Unfurnished,Bachelors/Family,2,Ground Floor/Basement
2,15000,0,Delhi,Semi-Furnished,Bachelors/Family,2,Upper Floor
1,12000,0,Delhi,Semi-Furnished,Bachelors/Family,1,Upper Floor
1,8000,410,Delhi,Unfurnished,Bachelors,1,Lower Floor
3,70000,0,Delhi,Furnished,Bachelors/Family,3,Upper Floor
3,31500,1800,Delhi,Semi-Furnished,Bachelors,2,Lower Floor
2,30000,1400,Delhi,Semi-Furnished,Bachelors,2,Ground Floor/Basement
3,60000,0,Delhi,Semi-Furnished,Bachelors/Family,3,Upper Floor
3,35000,1200,Delhi,Semi-Furnished,Bachelors,2,Upper Floor
3,55000,1150,Delhi,Unfurnished,Bachelors/Family,3,Lower Floor
2,20000,0,Delhi,Semi-Furnished,Bachelors/Family,1,Ground Floor/Basement
1,6500,0,Delhi,Furnished,Bachelors/Family,1,Upper Floor
2,17000,750,Delhi,Semi-Furnished,Bachelors/Family,2,Lower Floor
1,9300,450,Delhi,Semi-Furnished,Bachelors,1,Lower Floor
2,7500,0,Delhi,Unfurnished,Bachelors/Family,1,Lower Floor
2,20000,0,Delhi,Furnished,Bachelors/Family,1,Lower Floor
3,18000,0,Delhi,Furnished,Bachelors/Family,3,Upper Floor
1,15000,650,Delhi,Furnished,Bachelors,1,Lower Floor
2,13000,400,Delhi,Unfurnished,Bachelors,1,Lower Floor
2,20000,0,Delhi,Semi-Furnished,Bachelors/Family,2,Upper Floor
3,12000,0,Delhi,Furnished,Bachelors/Family,2,Lower Floor
2,40000,0,Delhi,Furnished,Bachelors/Family,2,Ground Floor/Basement
2,8000,0,Delhi,Unfurnished,Bachelors/Family,2,Upper Floor
3,95000,1300,Delhi,Furnished,Bachelors,3,Lower Floor
3,68000,1450,Delhi,Semi-Furnished,Bachelors/Family,3,Lower Floor
3,18000,0,Delhi,Unfurnished,Bachelors/Family,2,Lower Floor
3,75000,2500,Delhi,Semi-Furnished,Bachelors,4,Lower Floor
4,110000,3000,Delhi,Semi-Furnished,Bachelors,5,Lower Floor
1,10000,0,Delhi,Semi-Furnished,Bachelors,1,Upper Floor
3,24000,1250,Delhi,Unfurnished,Bachelors,2,Lower Floor
3,28000,0,Delhi,Semi-Furnished,Bachelors/Family,2,Lower Floor
3,28000,900,Delhi,Unfurnished,Bachelors,2,Lower Floor
2,18000,900,Delhi,Semi-Furnished,Bachelors/Family,2,Ground Floor/Basement
3,27000,1250,Delhi,Unfurnished,Bachelors/Family,3,Upper Floor
2,17000,650,Delhi,Unfurnished,Bachelors/Family,2,Lower Floor
2,25000,0,Delhi,Semi-Furnished,Bachelors/Family,1,Upper Floor
3,16500,1250,Delhi,Unfurnished,Bachelors,2,Lower Floor
2,14000,60,Delhi,Semi-Furnished,Bachelors,2,Upper Floor
2,18000,0,Delhi,Unfurnished,Bachelors/Family,2,Upper Floor
2,10000,0,Delhi,Unfurnished,Bachelors/Family,1,Upper Floor
2,10000,0,Delhi,Unfurnished,Bachelors/Family,1,Lower Floor
4,100000,400,Delhi,Unfurnished,Bachelors/Family,4,Ground Floor/Basement
2,25000,680,Delhi,Furnished,Bachelors,1,Lower Floor
2,22999,756,Delhi,Semi-Furnished,Bachelors,2,Lower Floor
2,6000,0,Delhi,Unfurnished,Bachelors/Family,1,Upper Floor
2,40000,900,Delhi,Furnished,Bachelors/Family,2,Ground Floor/Basement
1,13000,40,Delhi,Furnished,Bachelors/Family,1,Upper Floor
1,14000,0,Delhi,Furnished,Bachelors/Family,1,Upper Floor
2,20000,950,Delhi,Semi-Furnished,Bachelors/Family,2,Upper Floor
1,5500,200,Delhi,Furnished,Bachelors,1,Lower Floor
2,32000,900,Delhi,Furnished,Bachelors/Family,2,Ground Floor/Basement
2,8000,0,Delhi,Semi-Furnished,Bachelors/Family,1,Lower Floor
3,25000,1400,Delhi,Unfurnished,Family,3,Upper Floor
2,28000,100,Delhi,Semi-Furnished,Bachelors/Family,2,Lower Floor
2,22000,0,Delhi,Semi-Furnished,Bachelors/Family,2,Lower Floor
1,21000,0,Delhi,Semi-Furnished,Bachelors/Family,1,Ground Floor/Basement
2,30000,0,Delhi,Semi-Furnished,Bachelors/Family,2,Lower Floor
1,12000,400,Delhi,Unfurnished,Bachelors/Family,1,Lower Floor
1,15000,0,Delhi,Unfurnished,Bachelors/Family,1,Upper Floor
1,18000,450,Delhi,Furnished,Bachelors/Family,1,Ground Floor/Basement
2,18000,900,Delhi,Unfurnished,Bachelors/Family,1,Upper Floor
1,10000,0,Delhi,Semi-Furnished,Bachelors/Family,1,Ground Floor/Basement
1,16000,400,Delhi,Furnished,Bachelors/Family,1,Lower Floor
2,20000,900,Delhi,Semi-Furnished,Bachelors,2,Upper Floor
4,28000,1500,Delhi,Semi-Furnished,Bachelors/Family,2,Lower Floor
1,7000,0,Delhi,Semi-Furnished,Bachelors/Family,1,Lower Floor
2,30000,450,Delhi,Furnished,Bachelors/Family,1,Ground Floor/Basement
2,15000,900,Delhi,Semi-Furnished,Bachelors/Family,1,Ground Floor/Basement
1,8000,500,Delhi,Unfurnished,Bachelors/Family,1,Lower Floor
1,9000,400,Delhi,Unfurnished,Bachelors/Family,2,Upper Floor
3,33500,150,Delhi,Semi-Furnished,Bachelors,2,Lower Floor
1,9500,450,Delhi,Unfurnished,Bachelors/Family,1,Lower Floor
2,10000,0,Delhi,Unfurnished,Bachelors/Family,1,Lower Floor
1,20000,400,Delhi,Furnished,Bachelors/Family,1,Upper Floor
